License Number,Community Name, Street Address,City,Zip Code,Case Number,Longitude,Latitude,First Inspection Date,Next Inspection Date,Inspection Frequency,Compliant,Unit Count,Units Inspected,Average Violations Per Unit,Severity Index,No Violations Observed,Infested Units Percentage,Units with Mold,Analysis Rating,Location
17945,"Clayborn Avenue, 402",402 Clayborn Ave,Takoma Park,20912,139534,-77.00090425,38.99511303,3/21/2017,,3,1,3,3,0,0,3,0,0,compliant,"(38.9951, -77.0009)"
107162,804 Kennebec,804 KENNEBEC AVE,TAKOMA PARK,20912,138315,0,0,1/24/2017,,3,1,3,3,0,0,3,0,0,compliant,"(0.0, 0.0)"
18219,"Bonifant Street, 941-",941 Bonifant St,Silver Spring,20910,143631,-77.02549106,38.99407512,9/22/2017,,3,1,2,2,0,0,2,0,0,compliant,"(38.9941, -77.0255)"
17734,Glenmont Westerly,2309 Shorefield Rd,Silver Spring,20902,147634,-77.04971514,39.05304606,5/30/2018,,3,1,101,22,0,0,34,0,0,compliant,"(39.053, -77.0497)"
81225,Falkland Chase Apartments North,8305 16Th St,Silver Spring,20910,150018,-77.03627506,38.99276173,10/2/2018,,3,1,182,46,0.54,0.66,29,0.02,0.02,compliant,"(38.9928, -77.0363)"
61346,Upstairs At Bethesda Row,7131 Arlington Rd,Bethesda,20814,149956,-77.09840741,38.98125469,10/9/2018,,3,1,180,25,0.64,1.23,13,0,0,compliant,"(38.9813, -77.0984)"
17774,"Glenville Road, 8814",8814 Glenville Rd,Silver Spring,20901,154058,-76.99699146,39.00035727,4/17/2019,,3,1,2,3,0,0,3,0,0,compliant,"(39.0004, -76.997)"
17201,"Schrider Street, 8221",8221 Schrider St,Silver Spring,20910,141071,-77.01447464,38.99295949,5/31/2017,,3,1,4,4,0.25,0.5,2,0,0,compliant,"(38.993, -77.0145)"
17400,Kentwood Apartments,4750 Chevy Chase Dr,Chevy Chase,20815,150074,-77.09389469,38.9765775,10/5/2018,,3,1,62,12,0.16,0.08,11,0,0,compliant,"(38.9766, -77.0939)"
17312,"Quebec Terrace, 1008",1008 Quebec Ter,Silver Spring,20903,154294,0,0,4/17/2019,,1,1,14,13,5.15,1.86,0,0.15,0.23,troubled,"(0.0, 0.0)"
17017,"Greenwood Avenue, 8001",8001 Greenwood Ave,Takoma Park,20912,139472,-77.00007036,38.98959418,3/20/2017,,3,1,5,5,0.2,0.8,3,0,0,compliant,"(38.9896, -77.0001)"
48102,Willow Manor At Colesville,601 Randolph Rd,Silver Spring,20904,140499,-77.02073589,39.06630748,6/1/2017,,3,1,83,21,0,0,21,0,0,compliant,"(39.0663, -77.0207)"
50418,"Greenwood Avenue, 7901",7901 Greenwood Ave,Takoma Park,20912,139470,-76.99949338,38.98835307,3/20/2017,,3,1,2,2,0,0,2,0,0,compliant,"(38.9884, -76.9995)"
17315,Monterrey Apartments,7925 Chicago Ave,Silver Spring,20910,141003,-77.01911797,38.98960634,6/6/2017,,3,1,23,13,0.61,0.92,5,0,0,compliant,"(38.9896, -77.0191)"
17598,"Schrider Street, 8201",8201 Schrider St,Silver Spring,20910,141066,-77.01415782,38.99227859,6/30/2017,,3,1,11,11,0.09,0,11,0,0,compliant,"(38.9923, -77.0142)"
17399,Aldon Apartments,4701 Bradley Blvd,Chevy Chase,20815,146177,-77.09314442,38.97851106,3/13/2018,,3,1,88,23,1.52,1.08,9,0,0.08,compliant,"(38.9785, -77.0931)"
17231,Wayne Manchester Towers,25 Wayne Ave E,Silver Spring,20901,146494,-77.00863143,38.99987649,4/24/2018,,3,1,226,58,1.01,0.96,23,0.06,0,compliant,"(38.9999, -77.0086)"
17182,Goodacre Apartments,510 Domer Ave,Takoma Park,20912,152895,-77.00009318,38.99694081,2/27/2019,,3,1,156,151,1.52,1.29,51,0.07,0.05,compliant,"(38.9969, -77.0001)"
17720,"Bradford Road, 8806",8806 Bradford Rd,Silver Spring,20901,139638,-77.00645691,39.00086783,4/12/2017,,3,1,6,6,1.16,1.19,1,0,0,compliant,"(39.0009, -77.0065)"
17029,Courts Of Madison I I,641 Sligo Ave,Silver Spring,20910,140997,-77.01601174,38.99119105,6/8/2017,,3,1,19,9,0.66,0.59,5,0,0,compliant,"(38.9912, -77.016)"
17609,Barron House,8306 Barron St,Takoma Park,20912,153881,-76.9979312,38.99257321,3/22/2019,,3,1,22,6,1.16,1.22,2,0,0.16,compliant,"(38.9926, -76.9979)"
18131,"Greenwood Circle, 814",814 Greenwood Cir,Takoma Park,20912,139529,-77.00143542,38.9918017,4/4/2017,,1,0,5,5,2.8,2.42,0,0,0.6,troubled,"(38.9918, -77.0014)"
17442,"Greenwood Avenue, 8520",8520 Greenwood Ave,Takoma Park,20912,139526,-77.00212166,38.99647761,3/30/2017,,3,1,3,3,0,0,3,0,0,compliant,"(38.9965, -77.0021)"
82144,Gallery Bethesda,4800 Auburn Ave,Bethesda,20814,147541,-81.52919213,37.57726919,6/13/2018,,3,1,234,22,0.22,0.09,20,0,0,compliant,"(37.5773, -81.5292)"
65907,Meridian At Grosvenor Station,5230 Tuckerman Ln,Rockville,20852,146571,-77.10182219,39.02750085,6/15/2018,,3,1,301,79,0.2,0.29,66,0,0,compliant,"(39.0275, -77.1018)"
50690,"Garland Avenue, 8308",8308 Garland Ave,Takoma Park,20912,154051,-77.00061569,38.99365229,4/5/2019,,1,1,6,5,1.2,1.83,0,0.2,0,troubled,"(38.9937, -77.0006)"
17490,"Frederick Road, 25901",25901 Frederick Rd,Clarksburg,20871,148739,-77.31459718,39.28139379,7/2/2018,,3,1,2,2,0,0,0,0,0,compliant,"(39.2814, -77.3146)"
17242,Pine Ridge,8617 Piney Branch Rd,Silver Spring,20901,154230,-76.99949333,38.99647763,4/25/2019,,3,1,155,39,0.66,0.53,26,0,0,compliant,"(38.9965, -76.9995)"
18573,"Garland Avenue, 8102",8102 Garland Ave,Takoma Park,20912,139553,-76.9995391,38.99075009,3/30/2017,,3,1,3,4,0,0,1,0,0,compliant,"(38.9908, -76.9995)"
17396,Wellington Apartments,4800 Wellington Dr,Chevy Chase,20815,146176,-77.09359537,38.97900769,3/8/2018,,3,1,38,9,0.77,0.77,4,0,0.11,compliant,"(38.979, -77.0936)"
17197,Elizabeth House,1400 Fenwick Ln,Silver Spring,20910,153885,-77.03286303,38.9967708,4/18/2019,,3,1,160,37,1.18,1.05,16,0,0,compliant,"(38.9968, -77.0329)"
17270,Croydon Manor Apartments,104 Croydon Ct,Silver Spring,20901,139628,-77.01197357,39.00394021,4/26/2017,,3,1,96,25,1.4,1.13,9,0.16,0,compliant,"(39.0039, -77.012)"
70364,Argent Apartments,1200 Blair Mill Rd,Silver Spring,20910,149155,-77.02962349,38.98982655,8/6/2018,,3,1,96,25,1.12,1.3,9,0.04,0.16,compliant,"(38.9898, -77.0296)"
17321,"Greenwood Avenue, 8505",8505 Greenwood Ave,Takoma Park,20912,139522,-77.00128774,38.99538208,3/29/2017,,1,0,5,6,2.33,1.78,1,0,0,troubled,"(38.9954, -77.0013)"
18138,"Flower Avenue, 8413",8413 Flower Ave,Takoma Park,20912,138931,-77.00213218,38.99495926,4/11/2017,,1,0,6,7,7.85,1.87,0,0,0.14,troubled,"(38.995, -77.0021)"
17757,"Ruatan Street, 1058",1058 Ruatan St,Silver Spring,20903,150988,-76.9886486,38.9997692,10/30/2018,,1,1,4,5,4.4,1.9,0,0,0.4,troubled,"(38.9998, -76.9886)"
17303,Belvedere,2107 Belvedere Blvd,Silver Spring,20902,139625,-77.04491447,39.01947132,6/21/2017,,1,0,93,26,2.34,1.57,2,0.15,0,troubled,"(39.0195, -77.0449)"
17569,Victoria Apartment,10416 Fawcett St,Kensington,20895,152884,-77.07397418,39.0269891,1/29/2019,,3,1,10,10,0.8,0.97,4,0,0.1,compliant,"(39.027, -77.074)"
85492,Aurora Apartments At North Bethesda Center,5401 Mc Grath Blvd,Rockville,20852,146686,-77.10835668,39.04903286,4/25/2018,,3,1,341,85,0.14,0.21,74,0,0,compliant,"(39.049, -77.1084)"
17619,"Vassar Circle, 3",3 Vassar Cir,Glen Echo,20812,154651,-77.1439169,38.97072217,4/17/2019,,3,1,1,1,1,1,0,0,0,compliant,"(38.9707, -77.1439)"
17599,"Schrider Street, 8207",8207 Schrider St,Silver Spring,20910,141067,-77.01403118,38.99249825,5/30/2017,,3,1,4,4,0,0,4,0,0,compliant,"(38.9925, -77.014)"
79329,The Exchange At Wheaton Station,11215 Georgia Ave,Silver Spring,20902,149291,-77.05068732,39.03954926,9/11/2018,,3,1,484,113,0.31,0.36,92,0,0,compliant,"(39.0395, -77.0507)"
17009,"Greenwood Avenue, 8403",8403 Greenwood Ave,Takoma Park,20912,139512,-77.00096053,38.99426185,4/6/2017,,3,1,3,1,1,0,0,0,0,compliant,"(38.9943, -77.001)"
17510,Georgian Court,3600 Bel Pre Rd,Silver Spring,20906,144909,-77.07296714,39.09192199,1/16/2018,,3,1,147,41,0.53,0.49,25,0,0,compliant,"(39.0919, -77.073)"
17233,Spring Gardens East,8007 Eastern Ave,Silver Spring,20910,141075,-77.03133167,38.98829588,6/28/2017,,3,1,82,20,0.2,0.35,16,0,0,compliant,"(38.9883, -77.0313)"
17548,Paint Branch Park,12005 Old Columbia Pike,Silver Spring,20904,152164,-76.97471585,39.05344362,12/21/2018,,3,1,14,13,0.76,1.18,6,0,0,compliant,"(39.0534, -76.9747)"
17377,Newdale Mews,3943 Newdale Rd,Chevy Chase,20815,154237,-77.07816183,38.99433686,4/10/2019,,3,1,41,9,0.33,0.33,6,0,0,compliant,"(38.9943, -77.0782)"
17429,"Flower Avenue, 8627",8627 Flower Ave,Takoma Park,20912,138940,-77.00305062,38.99757585,4/3/2017,,1,0,5,5,2.6,2.23,0,0.4,0,troubled,"(38.9976, -77.0031)"
17726,"Glenville Road, 8810",8810 Glenville Rd,Silver Spring,20901,154056,-76.99707237,39.00017879,4/17/2019,,3,1,3,3,1.33,0.66,1,0,0,compliant,"(39.0002, -76.9971)"
79547,Citron Apartments,815 Pershing Dr,Silver Spring,20910,149958,-77.02366273,38.99773001,9/25/2018,,3,1,222,52,0.17,0.32,43,0,0,compliant,"(38.9977, -77.0237)"
17592,"Holsey Road, 9115",9115 Holsey Rd,Damascus,20872,154258,-77.18881588,39.31214384,3/25/2019,,3,1,2,2,0,0,4,0,0,compliant,"(39.3121, -77.1888)"
17380,Montgomery Towers,415 Silver Spring Ave,Silver Spring,20910,144030,-77.01110408,38.99327289,10/30/2017,,3,1,61,13,1.23,1.29,4,0,0,compliant,"(38.9933, -77.0111)"
17553,Shady Grove Apartments,16125 Crabbs Branch Way,Derwood,20855,146200,-77.15700506,39.11979875,3/14/2018,,3,1,144,33,0.06,-0.6,43,0,0,compliant,"(39.1198, -77.157)"
17318,Oxford Square,11902 Parklawn Pl,Rockville,20852,146564,-77.10213627,39.05118173,4/3/2018,,3,1,167,45,1.88,1.47,5,0,0,compliant,"(39.0512, -77.1021)"
17153,"Garland Avenue, 8310",8310 Garland Ave,Takoma Park,20912,139556,-77.00060868,38.99414103,4/21/2017,,1,0,6,5,2.4,1.75,0,0,0,troubled,"(38.9941, -77.0006)"
17684,"Garland Avenue, 7903",7903 Garland Ave,Takoma Park,20912,150993,-76.99791721,38.98881983,10/18/2018,,3,1,8,8,0.75,1.25,4,0,0.12,compliant,"(38.9888, -76.9979)"
17228,Topaz House,4400 East West Hwy,Bethesda,20814,147564,-77.08988428,38.98468322,7/18/2018,,3,1,360,90,0.13,0.21,80,0,0,compliant,"(38.9847, -77.0899)"
17614,Scotland Community,7838 Scotland Dr,Potomac,20854,146688,-77.15922075,39.0314794,4/27/2018,,3,1,75,19,0.26,0.37,16,0,0,compliant,"(39.0315, -77.1592)"
17345,"Ruatan Street, 1050",1050 Ruatan St,Silver Spring,20903,150985,-76.9892996,38.99941778,10/30/2018,,1,1,4,5,6.4,2.22,0,0.8,0.6,troubled,"(38.9994, -76.9893)"
84458,PerSei,900 Persei Pl,Rockville,20852,146572,-77.11680518,39.04983394,6/13/2018,,3,1,174,44,0.4,0.25,38,0.02,0,compliant,"(39.0498, -77.1168)"
17516,Lakeview House,10250 Westlake Dr,Bethesda,20817,146566,-77.15020415,39.02499963,4/19/2018,,3,1,152,39,0.61,0.88,21,0.05,0,compliant,"(39.025, -77.1502)"
17624,"Domer Avenue, 406",406 Domer Ave,Takoma Park,20912,153876,-77.00135817,38.99700481,4/1/2019,,3,1,2,3,0.33,0.33,2,0,0,compliant,"(38.997, -77.0014)"
17706,Blair Park,7721 Eastern Ave,Takoma Park,20912,138920,-77.02443147,38.98291232,2/22/2017,,3,1,52,50,0.42,0.56,33,0,0,compliant,"(38.9829, -77.0244)"
18019,"Easley Street, 731",731 Easley St,Silver Spring,20910,138927,-77.02088905,38.99445495,2/21/2017,,3,1,4,4,0.75,1.33,2,0,0,compliant,"(38.9945, -77.0209)"
17340,"Plymouth Street, 8714",8714 Plymouth St,Silver Spring,20901,141062,-77.00772713,39.0002994,6/22/2017,,3,1,6,6,0.33,0.5,3,0,0,compliant,"(39.0003, -77.0077)"
17529,"Prospect Street, 912",912 Prospect St,Takoma Park,20912,154233,-76.99825491,38.9897836,4/16/2019,,3,1,3,3,0,0,4,0,0,compliant,"(38.9898, -76.9983)"
18212,"Silver Spring Avenue, 611",611 Silver Spring Ave,Silver Spring,20910,135797,-77.01389751,38.99237472,7/28/2016,,3,0,4,6,2,1.33,2,0,0,compliant,"(38.9924, -77.0139)"
17963,"Flower Avenue, 8615",8615 Flower Ave,Takoma Park,20912,138938,-77.00296262,38.99716678,4/6/2017,,3,1,4,5,1.4,0.91,3,0,0,compliant,"(38.9972, -77.003)"
17299,Montgomery Gardens,7521 Blair Rd,Takoma Park,20912,152896,-77.022233,38.98160232,1/16/2019,,3,1,80,20,0.4,0.56,14,0,0.05,compliant,"(38.9816, -77.0222)"
16960,"Greenwood Avenue, 8309",8309 Greenwood Ave,Takoma Park,20912,152891,-77.00096052,38.99351502,1/23/2019,,3,1,4,1,2,1.5,0,0,0,compliant,"(38.9935, -77.001)"
17594,Montclair Apartments L P,3525 Sheffield Manor Ter,Silver Spring,20904,152885,-76.9339077,39.08013913,2/7/2019,,3,1,256,60,0.85,0.78,36,0,0.05,compliant,"(39.0801, -76.9339)"
17642,Crossway Community,3015 Upton Dr,Kensington,20902,146147,-77.06081429,39.04027188,4/6/2018,,3,1,37,38,0.26,0.42,29,0,0,compliant,"(39.0403, -77.0608)"
17575,Sandy Spring Meadows,1 Branchwood Ct,Sandy Spring,20860,152143,-77.02511362,39.15094549,1/17/2019,,3,1,55,13,0.76,0.58,9,0,0,compliant,"(39.1509, -77.0251)"
65836,"East West, 1200",1200 East West Hwy,Silver Spring,20910,147645,-77.03003192,38.99055127,6/19/2018,,3,1,247,63,0.5,0.8,34,0,0,compliant,"(38.9906, -77.03)"
18134,"Greenwood Avenue, 8201",8201 Greenwood Ave,Takoma Park,20912,139481,-77.00034827,38.99162047,4/19/2017,,3,1,3,4,1,1.5,0,0,0,compliant,"(38.9916, -77.0003)"
23359,Strathmore Court At White Flint,5440 Marinelli Rd,Rockville,20852,149967,-77.11024111,39.04721271,9/18/2018,,3,1,202,51,0.62,0.97,28,0,0.07,compliant,"(39.0472, -77.1102)"
17178,Montgomery Arms,8700 Colesville Rd,Silver Spring,20910,144026,-77.02769877,38.99832769,10/24/2017,,3,1,129,33,0.36,0.6,23,0,0,compliant,"(38.9983, -77.0277)"
17779,S Apartments,8710 Bradford Rd,Silver Spring,20901,139450,-77.00692833,38.99942631,3/23/2017,,3,1,6,1,2,1,0,0,0,compliant,"(38.9994, -77.0069)"
17200,Seneca Ridge,19568 Scenery Dr,Germantown,20876,146193,-77.23488749,39.17687198,5/2/2018,,3,1,71,19,1.42,1.01,6,0.05,0,compliant,"(39.1769, -77.2349)"
61941,Portico At Silver Spring Metro,1203 Fidler Ln,Silver Spring,20910,145346,-77.03037543,38.99580375,1/26/2018,,3,1,151,40,0.82,1.1,14,0,0.05,compliant,"(38.9958, -77.0304)"
17412,The Point At Silver Spring,8750 Georgia Ave,Silver Spring,20910,144009,-77.03174873,38.9982196,10/11/2017,,3,1,891,233,0.89,0.95,124,0.03,0.01,compliant,"(38.9982, -77.0317)"
17464,"Garland Avenue, 8307",8307 Garland Ave,Takoma Park,20912,151003,-77.00003868,38.99355619,10/25/2018,,3,1,6,6,0.5,1.16,3,0,0,compliant,"(38.9936, -77.0)"
47772,"Thayer Avenue, 746",746 Thayer Ave,Silver Spring,20910,138297,-77.02149725,38.99275797,1/9/2017,,3,1,2,2,0,0,2,0,0,compliant,"(38.9928, -77.0215)"
85739,The Residences At Thayer Avenue,814 Thayer Ave,Silver Spring,20910,148716,-77.02328107,38.9926945,7/6/2018,,3,1,52,13,0.38,0.41,10,0,0,compliant,"(38.9927, -77.0233)"
17236,Claridge House,2445 Lyttonsville Rd,Silver Spring,20910,153873,-77.05248887,38.9999172,4/9/2019,,3,1,241,61,1.49,1.37,22,0,0,compliant,"(38.9999, -77.0525)"
17966,"Schrider Street, 8215",8215 Schrider St,Silver Spring,20910,141069,-77.0140348,38.99289089,6/20/2017,,3,1,4,4,0.75,0.75,1,0,0,compliant,"(38.9929, -77.014)"
18209,"Garland Avenue, 7911",7911 Garland Ave,Takoma Park,20912,154047,-76.99834289,38.98937447,4/5/2019,,3,1,4,3,0,0,3,0,0,compliant,"(38.9894, -76.9983)"
17542,Great Hope Homes,1140 Good Hope Dr,Silver Spring,20905-6007,153706,-76.98895429,39.09224187,4/30/2019,,3,1,104,13,1.15,0.61,7,0,0,compliant,"(39.0922, -76.989)"
82907,Heritage At Silver Spring,8021 Georgia Ave,Silver Spring,20910,146674,-77.02592158,38.98778737,4/17/2018,,3,1,210,55,0.45,0.78,29,0,0,compliant,"(38.9878, -77.0259)"
44851,Barrington Apartments,1901 East West Hwy,Silver Spring,20910,146552,-77.04249468,38.99826288,5/30/2018,,3,1,415,214,1.34,1.22,75,0.07,0.04,compliant,"(38.9983, -77.0425)"
63144,Archstone Wisconsin Place,4440 Willard Ave,Chevy Chase,20815,154456,-77.08752753,38.96176858,5/22/2019,,3,1,432,112,0.2,1.18,52,0,0,compliant,"(38.9618, -77.0875)"
18208,"Greenwood Avenue, 8516",8516 Greenwood Ave,Takoma Park,20912,139525,-77.00219205,38.99627717,3/20/2017,,3,1,3,3,0.66,1,1,0,0,compliant,"(38.9963, -77.0022)"
111073,8513 Flower,8513 FLOWER AVE,TAKOMA PARK,20912,138935,0,0,4/5/2017,,1,0,3,5,8.4,1.71,0,0,0.2,troubled,"(0.0, 0.0)"
17155,Charter House,1316 Fenwick Ln,Silver Spring,20910,144869,-77.03130498,38.99729165,1/30/2018,,3,1,213,213,1.77,1.25,69,0.15,0,compliant,"(38.9973, -77.0313)"
17597,"Schrider Street, 8209",8209 Schrider St,Silver Spring,20910,141068,-77.01401717,38.99263828,5/30/2017,,3,1,4,4,0,0,4,0,0,compliant,"(38.9926, -77.014)"
52794,Cinnamon Run,14120 Weeping Willow Dr,Silver Spring,20906,144901,-77.06564945,39.08830481,3/8/2018,,3,1,511,130,1.23,1.09,47,0.02,0.03,compliant,"(39.0883, -77.0656)"
17610,"Glenville Road, 8802",8802 Glenville Rd,Silver Spring,20901,154054,-76.99737853,38.99982737,4/17/2019,,3,1,4,4,0,0,4,0,0,compliant,"(38.9998, -76.9974)"
96425,"Plymouth Street, 8707",8707 Plymouth St,Silver Spring,20901,154286,-77.00734702,38.9995059,4/9/2019,,3,1,6,6,1.5,1.29,1,0,0,compliant,"(38.9995, -77.0073)"
42734,Andrew Kim House,2100 Olney Sandy Spring Rd,Olney,20832,152167,-77.04367474,39.1441962,12/6/2018,,3,1,76,18,0,0,18,0,0,compliant,"(39.1442, -77.0437)"
17483,"Garland Avenue, 8101",8101 Garland Ave,Takoma Park,20912,151021,-76.998948,38.99059634,10/11/2018,,3,1,5,5,0,0,5,0,0,compliant,"(38.9906, -76.9989)"
21574,Eaves Washingtonian Center,0000 Marathon Cir.,Gaithersburg,20878,149256,0,0,10/10/2018,,3,1,287,72,0.7,0.96,39,0,0.02,compliant,"(0.0, 0.0)"
56268,Edgemont At Bethesda Metro,4903 Edgemoor Ln,Bethesda,20814,149955,-77.09775815,38.98512172,9/12/2018,,3,1,122,28,0.71,1,14,0,0,compliant,"(38.9851, -77.0978)"
17192,Northwest Park,475 Southampton Dr,Silver Spring,20903,151290,-76.98420969,39.00616404,10/31/2018,,3,1,747,722,1.55,1.23,286,0,0.03,compliant,"(39.0062, -76.9842)"
17767,"Patterson Court, 306",306 Patterson Ct,Takoma Park,20912,154288,-76.99664366,38.98751562,4/10/2019,,3,1,5,5,0.2,0.2,4,0,0,compliant,"(38.9875, -76.9966)"
74035,Albert Apartment,10422 Fawcett St,Kensington,20895,146493,-77.07391103,39.02717309,3/16/2018,,3,1,4,4,0.25,0.25,3,0,0,compliant,"(39.0272, -77.0739)"
17550,"Quebec Terrace, 1015",1015 Quebec Ter,Silver Spring,20903,138000,-76.98839516,39.00007944,12/14/2016,,1,0,4,5,2.6,2,0,0,0,troubled,"(39.0001, -76.9884)"
17617,Oaks At Four Corners,321 University Blvd W,Silver Spring,20901,147460,-77.01722685,39.02354112,6/13/2018,,3,1,120,30,0.1,0.1,29,0,0.03,compliant,"(39.0235, -77.0172)"
17523,Country Place Apartments,3900 Blackburn Ln,Burtonsville,20866,145355,-76.93081847,39.10474095,2/8/2018,,3,1,312,78,1.71,1.07,27,0,0.02,compliant,"(39.1047, -76.9308)"
18126,"Houston Avenue, 804",804 Houston Ave,Takoma Park,20912,139561,-77.00138267,38.99144198,4/6/2017,,3,1,3,3,0.33,1.33,1,0,0,compliant,"(38.9914, -77.0014)"
17772,"Glenville Road, 8812",8812 Glenville Rd,Silver Spring,20901,154057,-76.99700551,39.00026665,4/17/2019,,3,1,4,4,2,1.37,0,0,0,compliant,"(39.0003, -76.997)"
17974,Ken-Mil Apartments,9119 Manchester Rd,Silver Spring,20901,141002,-77.01170752,39.0043627,5/28/2017,,1,0,66,17,1.52,1.35,5,0.05,0.23,troubled,"(39.0044, -77.0117)"
17278,Glenmont Forest,2386 Glenmont Cir,Silver Spring,20902,146562,-77.04945791,39.05737677,6/11/2018,,3,1,480,105,1.09,0.99,50,0.01,0.01,compliant,"(39.0574, -77.0495)"
17422,The Willows,429 Diamond Ave W,Gaithersburg,20877,153860,-77.18747765,39.14149888,3/6/2019,,3,1,195,10,0.1,0.2,9,0,0,compliant,"(39.1415, -77.1875)"
17530,Magruders Discovery,10508 Westlake Dr,Bethesda,20817,146568,-77.14725465,39.0286108,5/17/2018,,3,1,134,35,1.22,1.3,8,0.02,0,compliant,"(39.0286, -77.1473)"
17498,"Long Branch Parkway, 7904",7904 Long Branch Pkwy,Takoma Park,20912,152162,-76.99587322,38.98760617,11/26/2018,,3,1,3,3,0,0,3,0,0,compliant,"(38.9876, -76.9959)"
17235,Silver Spring Towers,816 Easley St,Silver Spring,20910,144010,-77.02341512,38.99375429,10/19/2017,,3,1,432,96,0.83,1.38,48,0.02,0.03,compliant,"(38.9938, -77.0234)"
17688,"Garland Avenue, 8203",8203 Garland Ave,Takoma Park,20912,151018,-76.99937724,38.99203236,10/2/2018,,3,1,6,6,0.5,0.5,3,0,0,compliant,"(38.992, -76.9994)"
17467,"Bradford Road, 8701",8701 Bradford Rd,Silver Spring,20901,139631,-77.00667485,38.99846256,4/28/2017,,3,1,3,3,1,0.66,1,0,0,compliant,"(38.9985, -77.0067)"
17352,"Garland Avenue, 8309",8309 Garland Ave,Takoma Park,20912,151001,-77.00009143,38.99370998,10/25/2018,,3,1,6,6,0.33,0.33,5,0,0,compliant,"(38.9937, -77.0001)"
17789,"Dale Drive, 523",523 Dale Dr,Silver Spring,20910,140998,-77.01729464,39.00038075,6/16/2017,,3,1,4,1,0,0,0,0,0,compliant,"(39.0004, -77.0173)"
17600,"Glenview Avenue, 8514",8514 Glenview Ave,Takoma Park,20912,139557,-77.00044684,38.99649135,3/22/2017,,3,1,5,7,0.85,1,1,0,0,compliant,"(38.9965, -77.0004)"
17733,Oakfield Apartments - Phase II,2217 Georgian Way,Silver Spring,20902,147628,-77.0466155,39.05455999,8/3/2018,,3,1,371,90,0.41,0.53,63,0.02,0,compliant,"(39.0546, -77.0466)"
17603,"Greenwood Avenue, 8401",8401 Greenwood Ave,Takoma Park,20912,139489,-77.00096053,38.9941081,4/6/2017,,3,1,6,1,1,1,0,0,0,compliant,"(38.9941, -77.001)"
44983,Blair Towns,8201 16Th St,Silver Spring,20910,140489,-77.03455354,38.99195584,5/31/2017,,3,1,78,18,0.11,0.33,14,0,0,compliant,"(38.992, -77.0346)"
82513,Millstone At Kingsview,13611 Ale House Cir,Germantown,20874,147588,-77.28420316,39.15869624,7/19/2018,,3,1,195,48,0.39,0.63,34,0,0.02,compliant,"(39.1587, -77.2842)"
85104,Fenwick,8616 2Nd Ave,Silver Spring,20910,154224,-77.03429916,38.99707116,4/18/2019,,3,1,310,73,0.24,0.66,58,0,0,compliant,"(38.9971, -77.0343)"
80751,"Greenwood Ave, 8203",8203 Greenwood Ave,Takoma Park,20912,139468,-77.00040108,38.99183192,3/20/2017,,3,1,1,1,0,0,1,0,0,compliant,"(38.9918, -77.0004)"
17501,"Flower Avenue, 7817",7817 Flower Ave,Takoma Park,20912,138928,-77.00042566,38.98816364,4/5/2017,,1,0,2,7,12.85,2.09,0,0,0.28,troubled,"(38.9882, -77.0004)"
60561,"Hampden Street, 3901",3901 Hampden St,Kensington,20895,146491,-77.07792857,39.03139337,4/4/2018,,3,1,1,1,0,0,1,0,0,compliant,"(39.0314, -77.0779)"
17763,"Flower Avenue, 8503",8503 Flower Ave,Takoma Park,20912,139549,-77.00237495,38.99553033,3/23/2017,,3,1,6,6,1,0.75,3,0,0,compliant,"(38.9955, -77.0024)"
18568,Greenhills,10577 Tralee Ter,Damascus,20872,146578,-77.21528437,39.26973906,4/10/2018,,3,1,78,19,0.78,0.54,13,0,0,compliant,"(39.2697, -77.2153)"
17282,Tanglewood And Sligo LP,8902 Manchester Rd,Silver Spring,20901,146660,-77.01011209,39.00105478,5/2/2018,,3,1,132,33,0.66,0.71,19,0.06,0.03,compliant,"(39.0011, -77.0101)"
17255,Sumner Highlands,4507 Sangamore Rd,Bethesda,20816,154243,-77.11882212,38.94817226,4/17/2019,,3,1,125,29,0.34,0.6,21,0,0,compliant,"(38.9482, -77.1188)"
17627,Timberlawn Crescent,5707 Luxemburg St,Rockville,20852,154290,-77.11549242,39.03038302,4/19/2019,,3,1,107,24,0.2,0.27,21,0,0,compliant,"(39.0304, -77.1155)"
17686,"Ridge Road, 25930",25930 Ridge Rd,Damascus,20872,154281,-77.2121132,39.28248841,4/5/2019,,3,1,4,2,1,1,1,0,0,compliant,"(39.2825, -77.2121)"
17328,"Greenwood Avenue, 8210",8210 Greenwood Ave,Takoma Park,20912,139487,-77.00112584,38.99221631,4/6/2017,,3,1,6,6,0.16,0.16,5,0,0,compliant,"(38.9922, -77.0011)"
17645,University Gardens,440 University Blvd E,Silver Spring,20901,140497,-76.99808373,39.00757311,5/3/2017,,3,1,64,16,0,0,16,0,0,compliant,"(39.0076, -76.9981)"
17411,Glen Wood,4857 Battery Ln,Bethesda,20814,146538,-77.09776927,38.99322703,5/14/2018,,3,1,50,12,1.75,1.23,3,0,0.08,compliant,"(38.9932, -77.0978)"
17237,Wheaton House,10811 Georgia Ave,Silver Spring,20902,139452,-77.04839368,39.03225386,3/23/2017,,3,1,71,17,1.29,1.05,6,0.05,0,compliant,"(39.0323, -77.0484)"
17290,Barclay One Associates,4716 Bradley Blvd,Chevy Chase,20815,147566,-77.09329101,38.97760488,7/3/2018,,3,1,81,21,0.61,0.92,9,0,0.04,compliant,"(38.9776, -77.0933)"
